abstract	cell survival
abstract	re-entry into mitotic cell cycle
abstract	cytokine secretion
abstract	actin cytoskeleton organization
abstract	ubiquitin-dependent protein catabolic process
complex	PAG1/CSK
smallMolecule	DAG
complex	NF-kappa-B/RelA
complex	IKK complex
complex	B-cell antigen/BCR complex/LYN
complex	NF-kappa-B/RelA/I kappa B beta
complex	RasGAP/p62DOK/SHIP
protein	ERK1-2-active
complex	B-cell antigen/BCR complex
protein	PKC
complex	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2
protein	ERK1-2
complex	CD72/SHP1
complex	BCR complex
complex	AP-1
complex	B-cell antigen/BCR complex/FcgammaRIIB
complex	Calcineurin
complex	PI3K/BCAP/CD19
complex	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72
protein	BCAP
complex	B-cell antigen/BCR complex/LYN/SYK
complex	NF-kappa-B/RelA/I kappa B alpha
protein	SHIP
protein	B-cell antigen
complex	B-cell antigen/BCR complex/LYN/SYK/BLNK
smallMolecule	PI-3-4-5-P3
complex	SHC/GRB2/SOS1
protein	MEKK1
complex	RasGAP/Csk
protein	NFATc
complex	CARD11/BCL10/MALT1/TAK1
smallMolecule	PI-4-5-P2
complex	PI3K
smallMolecule	Ca2+
smallMolecule	IP3
complex	Bam32/HPK1
protein	CaMK
smallMolecule	GDP
smallMolecule	GTP
protein	VAV2
protein	TRAF6
protein	SYK
protein	SH3BP5
protein	RASA1
protein	RAF1
protein	RAC1
protein	PTPRC
protein	PTPN6
protein	PTEN
protein	POU2F2
protein	PLCG2
protein	PDPK1
protein	NFKBIB
protein	NFKBIA
protein	MAPK8
protein	MAPK3
protein	MAPK14
protein	MAP4K1
protein	MAP3K7
protein	MAP2K1
protein	MALT1
protein	LYN
protein	JUN
protein	IKBKG
protein	IKBKB
protein	IBTK
protein	HRAS
protein	FOS
protein	FCGR2B
protein	ETS1
protein	ELK1
protein	DOK1
protein	DAPP1
protein	CSNK2A1
protein	CSK
protein	CHUK
protein	CD72
protein	CD22
protein	CD19
protein	CARD11
protein	CALM1
protein	BTK
protein	BLNK
protein	BCL2A1
protein	BCL10
protein	AKT1
MAP3K7	MEKK1	-a>
Bam32/HPK1	MEKK1	-a>
Ca2+	PKC	-a>
SHIP	BTK	-a|
MAP2K1	ERK1-2-active	-a>
SHIP	IP3	-a|
