protein	IKBKG
protein	TRAF6
protein	DAPP1
protein	MALT1
protein	IBTK
protein	PAG1
protein	CARD11
protein	DOK1
protein	MAP4K1
protein	BLNK
protein	PIK3AP1
protein	BCL2A1
protein	MAPK14
protein	NFKBIB
protein	CAMK2G
protein	MAP3K1
protein	PPP3CA
protein	SOS1
protein	BTK
protein	RELA
protein	MAP2K1
protein	CSNK2A1
protein	RAC1
protein	GRB2
protein	CALM1
protein	PTEN
protein	VAV2
protein	PPP3CC
protein	MAPK8
protein	SYK
protein	PIK3CA
protein	CSK
protein	CD79B
protein	FCGR2B
protein	AKT1
protein	SHC1
protein	PTPN6
protein	MAPK1
protein	PIK3R1
protein	MAPK3
protein	NFKBIA
protein	CD72
protein	RASA1
protein	CD22
protein	NFKB1
protein	ELK1
protein	PLCG2
protein	PPP3CB
protein	CD19
protein	ETS1
protein	CD79A
protein	POU2F2
protein	PTPRC
protein	LYN
protein	JUN
protein	RAF1
protein	HRAS
protein	FOS
protein	BCL10
protein	NFATC1
protein	SH3BP5
protein	MAP3K7
protein	PDPK1
protein	CHUK
protein	IKBKB
protein	INPP5D
protein	GO:0007205
complex	SHC/GRB2/SOS1
complex	RasGAP/p62DOK/SHIP
complex	RasGAP/Csk
complex	PI3K/BCAP/CD19
complex	PI3K
complex	PAG1/CSK
complex	NF-kappa-B/RelA/I kappa B beta
complex	NF-kappa-B/RelA/I kappa B alpha
complex	NF-kappa-B/RelA
complex	IKK complex
complex	Calcineurin
complex	CD72/SHP1
complex	CARD11/BCL10/MALT1/TAK1
complex	Bam32/HPK1
complex	BCR complex
complex	B-cell antigen/BCR complex/LYN/SYK/BLNK
complex	B-cell antigen/BCR complex/LYN/SYK
complex	B-cell antigen/BCR complex/LYN
complex	B-cell antigen/BCR complex/FcgammaRIIB
complex	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72
complex	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2
complex	B-cell antigen/BCR complex
complex	AP-1
chemical	mol:PI-3-4-5-P3
chemical	mol:IP3
chemical	mol:GDP
chemical	mol:DAG
chemical	mol:Ca2+
abstract	ubiquitin-dependent protein catabolic process
abstract	re-entry into mitotic cell cycle
abstract	cytokine secretion
abstract	actin cytoskeleton organization
mol:PI-3-4-5-P3	BTK	-a>
mol:PI-3-4-5-P3	AKT1	-a>
mol:PI-3-4-5-P3	PDPK1	-a>
mol:IP3	mol:Ca2+	-a>
mol:DAG	GO:0007205	-a>
mol:Ca2+	CALM1	-a>
mol:Ca2+	GO:0007205	-a>
IKBKG	IKK complex	component>
TRAF6	IKBKG	-a>
TRAF6	CHUK	-a>
TRAF6	IKBKB	-a>
DAPP1	NFATC1	-a|
DAPP1	Bam32/HPK1	component>
MALT1	CARD11/BCL10/MALT1/TAK1	component>
IBTK	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2	-a|
PAG1	PAG1/CSK	component>
CARD11	CARD11/BCL10/MALT1/TAK1	component>
DOK1	RasGAP/p62DOK/SHIP	component>
MAP4K1	Bam32/HPK1	component>
BLNK	B-cell antigen/BCR complex/LYN/SYK/BLNK	component>
BLNK	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72	component>
BLNK	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2	component>
PIK3AP1	PI3K/BCAP/CD19	component>
MAPK14	JUN	-a>
NFKBIB	ubiquitin-dependent protein catabolic process	-ap>
NFKBIB	NFKBIB	-t|
NFKBIB	NF-kappa-B/RelA/I kappa B beta	component>
CAMK2G	ETS1	-a>
MAP3K1	MAPK14	-a>
MAP3K1	MAPK8	-a>
PPP3CA	Calcineurin	component>
SOS1	SHC/GRB2/SOS1	component>
BTK	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72	component>
BTK	B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2	component>
RELA	NF-kappa-B/RelA/I kappa B beta	component>
RELA	NF-kappa-B/RelA/I kappa B alpha	component>
RELA	NF-kappa-B/RelA	component>
MAP2K1	MAPK1	-a>
MAP2K1	MAPK3	-a>
CSNK2A1	JUN	-a|
RAC1	actin cytoskeleton organization	-ap>
RAC1	MAP3K1	-a>
GRB2	SHC/GRB2/SOS1	component>
CALM1	CAMK2G	-a>
CALM1	Calcineurin	-a>
PTEN	mol:PI-3-4-5-P3	-a|
VAV2	RAC1	-a>
VAV2	NFATC1	-a>
VAV2	PI3K/BCAP/CD19	-a>
VAV2	PI3K	-a>
PPP3CC	Calcineurin	component>
