# samples 279
25.00	pid_100_pathway.tab
36.00	pid_101_pathway.tab
25.00	pid_102_pathway.tab
23.00	pid_103_pathway.tab
4044.00	pid_104_pathway.tab
183.00	pid_105_pathway.tab
35.00	pid_106_pathway.tab
17.00	pid_107_pathway.tab
27.00	pid_108_pathway.tab
43.00	pid_109_pathway.tab
29.00	pid_10_pathway.tab
27.00	pid_110_pathway.tab
17.00	pid_111_pathway.tab
111.00	pid_112_pathway.tab
23.00	pid_113_pathway.tab
26.00	pid_114_pathway.tab
20.00	pid_115_pathway.tab
23.00	pid_116_pathway.tab
73.00	pid_117_pathway.tab
24.00	pid_118_pathway.tab
25.00	pid_119_pathway.tab
18.00	pid_11_pathway.tab
25.00	pid_120_pathway.tab
27.00	pid_122_pathway.tab
21.00	pid_123_pathway.tab
20.00	pid_124_pathway.tab
22.00	pid_125_pathway.tab
26.00	pid_126_pathway.tab
25.00	pid_127_pathway.tab
16.00	pid_128_pathway.tab
33.00	pid_129_pathway.tab
23.00	pid_12_pathway.tab
21.00	pid_130_pathway.tab
27.00	pid_131_pathway.tab
19.00	pid_133_pathway.tab
17.00	pid_134_pathway.tab
18.00	pid_135_pathway.tab
22.00	pid_13_pathway.tab
26.00	pid_14_pathway.tab
14.00	pid_15_pathway.tab
21.00	pid_16_pathway.tab
26.00	pid_17_pathway.tab
22.00	pid_18_pathway.tab
75.00	pid_19_pathway.tab
20.00	pid_1_pathway.tab
32.00	pid_20_pathway.tab
22.00	pid_21_pathway.tab
60.00	pid_22_pathway.tab
26.00	pid_23_pathway.tab
28.00	pid_24_pathway.tab
22.00	pid_25_pathway.tab
24.00	pid_26_pathway.tab
82.00	pid_27_pathway.tab
24.00	pid_28_pathway.tab
1360.00	pid_29_pathway.tab
35.00	pid_2_pathway.tab
35.00	pid_30_pathway.tab
23.00	pid_31_pathway.tab
838.00	pid_32_pathway.tab
24.00	pid_33_pathway.tab
14.00	pid_34_pathway.tab
21.00	pid_35_pathway.tab
17.00	pid_36_pathway.tab
20.00	pid_37_pathway.tab
21.00	pid_38_pathway.tab
19.00	pid_39_pathway.tab
21.00	pid_3_pathway.tab
54.00	pid_40_pathway.tab
20.00	pid_41_pathway.tab
4329.00	pid_42_pathway.tab
40.00	pid_43_pathway.tab
27.00	pid_44_pathway.tab
29.00	pid_45_pathway.tab
24.00	pid_46_pathway.tab
22.00	pid_47_pathway.tab
20.00	pid_48_pathway.tab
24.00	pid_49_pathway.tab
24.00	pid_4_pathway.tab
99.00	pid_50_pathway.tab
36.00	pid_51_pathway.tab
25.00	pid_52_pathway.tab
17.00	pid_53_pathway.tab
22.00	pid_54_pathway.tab
22.00	pid_55_pathway.tab
61.00	pid_56_pathway.tab
23.00	pid_57_pathway.tab
10242.00	pid_58_pathway.tab
1727.00	pid_59_pathway.tab
21.00	pid_5_pathway.tab
19.00	pid_60_pathway.tab
24.00	pid_61_pathway.tab
20.00	pid_62_pathway.tab
280.00	pid_63_pathway.tab
24.00	pid_64_pathway.tab
20.00	pid_65_pathway.tab
33.00	pid_66_pathway.tab
19.00	pid_67_pathway.tab
20.00	pid_68_pathway.tab
23.00	pid_69_pathway.tab
16.00	pid_6_pathway.tab
28.00	pid_70_pathway.tab
23.00	pid_71_pathway.tab
105.00	pid_72_pathway.tab
21.00	pid_73_pathway.tab
27.00	pid_74_pathway.tab
20.00	pid_75_pathway.tab
23.00	pid_76_pathway.tab
27.00	pid_77_pathway.tab
25.00	pid_78_pathway.tab
30.00	pid_79_pathway.tab
31.00	pid_7_pathway.tab
26.00	pid_80_pathway.tab
14.00	pid_81_pathway.tab
23.00	pid_82_pathway.tab
21.00	pid_83_pathway.tab
25.00	pid_84_pathway.tab
29.00	pid_85_pathway.tab
25.00	pid_86_pathway.tab
26.00	pid_87_pathway.tab
26.00	pid_88_pathway.tab
23.00	pid_89_pathway.tab
19.00	pid_90_pathway.tab
369.00	pid_91_pathway.tab
69.00	pid_92_pathway.tab
32.00	pid_93_pathway.tab
26.00	pid_94_pathway.tab
28.00	pid_95_pathway.tab
21.00	pid_96_pathway.tab
36.00	pid_97_pathway.tab
19.00	pid_98_pathway.tab
22.00	pid_9_pathway.tab
