protein	PIAS3
protein	DCP1A
protein	TGIF2
protein	CITED1
protein	SIN3A
protein	MED15
protein	IRF7
protein	KAT2B
protein	GCN5L2
protein	CREBBP
protein	HDAC2
protein	SNIP1
protein	PIAS4
protein	RBBP7
protein	E2F4
protein	SMAD2
protein	NCOA1
protein	NCOA2
protein	TGIF1
protein	E2F5
protein	TFDP1
protein	CBFB
protein	RUNX2
protein	RUNX3
protein	HDAC1
protein	SMAD4
protein	CTBP1
protein	ZBTB17
protein	FOXO1
protein	EP300
protein	RBBP4
protein	MEF2C
protein	SP3
protein	RUNX1
protein	FOXO4
protein	SMAD3
protein	MAX
protein	GSC
protein	DLX1
protein	FOXG1
protein	NKX2-5
protein	CDKN2B
protein	HNF4A
protein	CDKN1A
protein	AKT1
protein	RBL1
protein	CDK2
protein	GATA3
protein	IL10
protein	TFE3
protein	ATF3
protein	ITGB5
protein	CEBPB
protein	CREB1
protein	TCF3
protein	ATF2
protein	MYOD1
protein	SKIL
protein	SKI
protein	CDK4
protein	VDR
protein	HSPA8
protein	LAMC1
protein	AR
protein	COL1A2
protein	SP1
protein	JUN
protein	SERPINE1
protein	IL5
protein	NR3C1
protein	ESR1
protein	IGHV3OR16-13
protein	IFNB1
protein	MYC
protein	FOS
protein	FOXH1
protein	SAP30
protein	NCOR1
protein	SIN3B
protein	FOXO3
protein	SMAD7
protein	SAP18
complex	TGIF2/HDAC complex/SMAD3/SMAD4
complex	TGIF2/HDAC complex
complex	TGIF/SIN3/HDAC complex/CtBP
complex	SnoN/SIN3/HDAC complex/NCoR1
complex	SMAD3/SMAD4/VDR
complex	SMAD3/SMAD4/TFE3
complex	SMAD3/SMAD4/SP1-3
complex	SMAD3/SMAD4/SP1
complex	SMAD3/SMAD4/RUNX2
complex	SMAD3/SMAD4/RUNX1-3/PEBPB2
complex	SMAD3/SMAD4/Max
complex	SMAD3/SMAD4/MYOD
complex	SMAD3/SMAD4/MEF2C
complex	SMAD3/SMAD4/IRF7
complex	SMAD3/SMAD4/HNF4
complex	SMAD3/SMAD4/GR
complex	SMAD3/SMAD4/GATA3
complex	SMAD3/SMAD4/ER alpha
complex	SMAD3/SMAD4/DLX1
complex	SMAD3/SMAD4/ATF3
complex	SMAD3/SMAD4/ATF2
complex	SMAD3/SMAD4/AR
complex	SMAD3/SMAD4/AP1
complex	SMAD3/SMAD4
complex	SMAD3/E2F4-5/DP1/p107/SMAD4
complex	SMAD2/SMAD2/SMAD4/SnoN/SIN3/HDAC complex/NCoR1
complex	SMAD2/SMAD2/SMAD4/FOXH1/SMIF
complex	SMAD2/SMAD2/SMAD4/FOXH1/NKX2-5
complex	SMAD2/SMAD2/SMAD4/FOXH1
complex	SMAD2/SMAD2/SMAD4
complex	SMAD2-3/SMAD4/SP1/MIZ-1
complex	SMAD2-3/SMAD4/SP1
complex	SMAD2-3/SMAD4/FOXO1-3a-4/FOXG1
complex	SMAD2-3/SMAD4/FOXO1-3a-4/CEBPB
complex	SMAD2-3/SMAD4/FOXO1-3a-4
complex	SMAD2-3/SMAD4/ARC105
complex	SMAD2-3/SMAD4
complex	SKI/SIN3/HDAC complex/NCoR1
complex	RUNX1-3/PEBPB2
complex	PIASy/HDAC complex
complex	MYOD/E2A
complex	MYC/MIZ-1
complex	MSG1/HSC70
complex	MEF2C/TIF2
complex	Cbp/p300/Src-1
complex	Cbp/p300/SNIP1
complex	Cbp/p300/PIAS3
complex	Cbp/p300/MSG1
complex	AP1
abstract	negative regulation of cell growth
abstract	muscle cell differentiation
abstract	mesenchymal cell differentiation
abstract	heart looping
abstract	endothelial cell migration
PIAS3	Cbp/p300/PIAS3	component>
DCP1A	SMAD2/SMAD2/SMAD4/FOXH1/SMIF	component>
TGIF2	TGIF2/HDAC complex/SMAD3/SMAD4	component>
TGIF2	TGIF2/HDAC complex	component>
CITED1	MSG1/HSC70	component>
CITED1	Cbp/p300/MSG1	component>
SIN3A	TGIF/SIN3/HDAC complex/CtBP	component>
SIN3A	SMAD2/SMAD2/SMAD4/SnoN/SIN3/HDAC complex/NCoR1	component>
SIN3A	SKI/SIN3/HDAC complex/NCoR1	component>
MED15	SMAD2-3/SMAD4/ARC105	component>
IRF7	SMAD3/SMAD4/IRF7	component>
KAT2B	SMAD3/SMAD4	-a>
KAT2B	SMAD2/SMAD2/SMAD4	-a>
GCN5L2	SMAD3/SMAD4	-a>
CREBBP	SMAD3/SMAD4	-a>
CREBBP	Cbp/p300/Src-1	component>
CREBBP	Cbp/p300/SNIP1	component>
