protein	MRPL24
protein	MRPL27
protein	MRPL21
protein	MRPL20
protein	MRPL23
protein	MRPL22
protein	MRPL34
protein	MRPS23
protein	MRPS17
protein	MRPS16
protein	MRPS15
protein	MRPS14
protein	MRPS12
protein	MRPS11
protein	MRPS10
protein	MRPL36
protein	MRPL32
complex	DAP3/LACTB/MRPL1/MRPL10/MRPL11/MRPL12/MRPL13/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL27/MRPL3/MRPL30/MRPL32/MRPL33/MRPL34/MRPL35/MRPL36/MRPL37/MRPL38/MRPL39/MRPL4/MRPL40/MRPL41/MRPL42/MRPL43/MRPL44/MRPL45/MRPL46/MRPL47/MRPL48/MRPL49/MRPL50/MRPL51/MRPL52/MRPL53/MRPL54/MRPL55/MRPL9/MRPS10/MRPS11/MRPS12/MRPS14/MRPS15/MRPS16/MRPS17/MRPS18A/MRPS18B/MRPS18C/MRPS2/MRPS21/MRPS22/MRPS23/MRPS24/MRPS25/MRPS26/MRPS27/MRPS28/MRPS30/MRPS31/MRPS33/MRPS34/MRPS35/MRPS36/MRPS5/MRPS6/MRPS7/MRPS9 (complex)
protein	MRPL33
protein	MRPS18C
protein	MRPS9
protein	MRPS35
protein	MRPS34
protein	MRPS36
protein	MRPS31
protein	MRPS30
protein	MRPS33
protein	MRPL54
protein	MRPL55
protein	MRPL53
protein	MRPL50
protein	MRPL51
protein	MRPL52
protein	MRPL19
protein	MRPL46
protein	MRPL10
protein	MRPL37
protein	MRPL12
protein	MRPL13
protein	MRPL14
protein	MRPL15
protein	MRPL16
protein	MRPL17
protein	MRPS7
protein	MRPS6
protein	MRPS5
protein	MRPL44
protein	MRPL30
protein	MRPS18A
protein	MRPS18B
protein	MRPS2
protein	MRPL4
complex	DAP3/MRPS10/MRPS11/MRPS12/MRPS14/MRPS15/MRPS16/MRPS17/MRPS18A/MRPS18B/MRPS18C/MRPS2/MRPS21/MRPS22/MRPS23/MRPS24/MRPS25/MRPS26/MRPS27/MRPS28/MRPS30/MRPS31/MRPS33/MRPS34/MRPS35/MRPS36/MRPS5/MRPS6/MRPS7/MRPS9 (complex)
protein	MRPL38
protein	MRPL1
