protein	RPL36A
protein	RPL29
protein	RPL23A
protein	RPL36
protein	DDX56
protein	RPL34
protein	RPL18A
protein	MAGEB2
complex	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)
protein	RTCD1
protein	PSTPIP1
protein	RPL21
protein	RPS9
RPL36A	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RPL29	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RPL23A	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RPL36	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
DDX56	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RPL34	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RPL18A	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
MAGEB2	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RTCD1	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
PSTPIP1	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RPL21	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
RPS9	DDX56/RPL34/PSTPIP1/MAGEB2/RPL36A/RPL36/RPL21/RTCD1/RPL18A/RPL23A/RPS9/RPL29 (complex)	component>
