protein	ATP2A1
protein	ATP2A2
protein	TNNC1
complex	TNNI3/TNNI1/TNNC1/PKD2L1 (complex)
protein	SLN
protein	TNNI3
protein	PKG
protein	PKD2L1
protein	TNNI1
protein	PLN
complex	PLN/ATP2A1/SLN/ATP2A2 (complex)
ATP2A1	PLN/ATP2A1/SLN/ATP2A2 (complex)	component>
ATP2A2	PLN/ATP2A1/SLN/ATP2A2 (complex)	component>
TNNC1	TNNI3/TNNI1/TNNC1/PKD2L1 (complex)	component>
SLN	PLN/ATP2A1/SLN/ATP2A2 (complex)	component>
TNNI3	TNNI3/TNNI1/TNNC1/PKD2L1 (complex)	component>
PKG	PLN	-a>
PKG	TNNI1	-a>
PKD2L1	TNNI3/TNNI1/TNNC1/PKD2L1 (complex)	component>
TNNI1	TNNI3/TNNI1/TNNC1/PKD2L1 (complex)	component>
PLN	PLN/ATP2A1/SLN/ATP2A2 (complex)	component>
