protein	PEX11A
protein	ABCD2
protein	PEX5
protein	PEX11B
complex	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)
protein	PEX19
protein	FIS1
protein	PEX11G
protein	ABCD1
protein	PEX10
protein	PEX12
PEX11A	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
ABCD2	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
PEX5	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
PEX11B	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
PEX19	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
FIS1	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
PEX11G	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
ABCD1	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
PEX10	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
PEX12	PEX11G/PEX11B/FIS1/ABCD2/ABCD1/PEX5/PEX12/PEX10/PEX11A/PEX19 (complex)	component>
