protein	NFIC
protein	NFIB
protein	EIF3J
protein	TPD52
protein	MAL2
protein	RFX1
protein	TPD52L2
protein	TPD52L1
protein	NFIX
complex	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)
protein	TADA3
NFIC	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
NFIB	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
EIF3J	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
TPD52	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
MAL2	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
RFX1	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
TPD52L2	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
TPD52L1	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
NFIX	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
TADA3	EIF3J/TADA3/NFIX/RFX1/NFIC/TPD52L1/TPD52L2/TPD52/NFIB/MAL2 (complex)	component>
