protein	GRINL1A
protein	ZZZ3
protein	ZNF212
protein	ZBTB9
protein	PPARGC1B
protein	BLZF1
complex	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)
protein	ZNF513
protein	ZFP64
protein	WDR89
protein	ZNF410
GRINL1A	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
ZZZ3	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
ZNF212	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
ZBTB9	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
PPARGC1B	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
BLZF1	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
ZNF513	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
ZFP64	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
WDR89	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
ZNF410	GRINL1A/ZNF212/PPARGC1B/ZZZ3/BLZF1/WDR89/ZNF513/ZFP64/ZNF410/ZBTB9 (complex)	component>
