protein	EIF3H
protein	EIF3K
protein	EIF3L
protein	EIF3M
protein	EIF4G2
protein	EIF3D
protein	EIF3G
complex	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)
protein	EIF3A
protein	CSNK2B
protein	CSNK2A2
protein	EIF4A2
EIF3H	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF3K	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF3L	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF3M	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF4G2	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF3D	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF3G	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF3A	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
CSNK2B	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
CSNK2A2	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
EIF4A2	EIF3H/EIF3L/EIF3G/EIF3M/EIF3A/EIF4G2/EIF3D/CSNK2A2/EIF4A2/EIF3K/CSNK2B (complex)	component>
