protein	RPP38
protein	RPP40
protein	RPP21
protein	RPP30
protein	RPP25
complex	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)
protein	POP1
protein	RPP14
protein	POP5
protein	POP4
protein	POP7
RPP38	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
RPP40	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
RPP21	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
RPP30	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
RPP25	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
POP1	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
RPP14	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
POP5	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
POP4	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
POP7	POP1/POP4/POP5/POP7/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40 (complex)	component>
