# samples 1
1200	pid_500_pathway.tab
48	pid_501_pathway.tab
16	pid_502_pathway.tab
10	pid_503_pathway.tab
7	pid_504_pathway.tab
7	pid_505_pathway.tab
6	pid_506_pathway.tab
6	pid_507_pathway.tab
6	pid_508_pathway.tab
