complex	Integrin alpha 6 beta 1 (complex)
complex	Integrin alpha 1 beta 1 (complex)
complex	Alpha 1 Beta 1 Integrin : Laminin-1:Mg++ complex (complex)
complex	Alpha 1 Beta 1 Integrin : Collagen IV: Mg++ complex (complex)
complex	Laminin-1 (EHS laminin) (complex)
complex	Alpha 7 beta 1 integrin: Laminin-2 complex (complex)
complex	Alpha 7 Beta 1 Integrin : Laminin-1 complex (complex)
complex	Laminin-2 (Merosin) (complex)
complex	Integrin alpha 7 beta 1 (complex)
complex	Alpha 6 Beta 1 Integrin : Laminin-1 complex (complex)
Integrin alpha 6 beta 1 (complex)	Alpha 6 Beta 1 Integrin : Laminin-1 complex (complex)	component>
Integrin alpha 1 beta 1 (complex)	Alpha 1 Beta 1 Integrin : Collagen IV: Mg++ complex (complex)	-a>
Integrin alpha 1 beta 1 (complex)	Alpha 1 Beta 1 Integrin : Laminin-1:Mg++ complex (complex)	component>
Laminin-1 (EHS laminin) (complex)	Alpha 6 Beta 1 Integrin : Laminin-1 complex (complex)	component>
Laminin-1 (EHS laminin) (complex)	Alpha 7 Beta 1 Integrin : Laminin-1 complex (complex)	component>
Laminin-1 (EHS laminin) (complex)	Alpha 1 Beta 1 Integrin : Laminin-1:Mg++ complex (complex)	component>
Laminin-2 (Merosin) (complex)	Alpha 7 beta 1 integrin: Laminin-2 complex (complex)	component>
Integrin alpha 7 beta 1 (complex)	Alpha 7 beta 1 integrin: Laminin-2 complex (complex)	component>
Integrin alpha 7 beta 1 (complex)	Alpha 7 Beta 1 Integrin : Laminin-1 complex (complex)	component>
